index,index_pipeline,index_pipeline_2,question,data_services,advice,pipeline,output,output_json,example_query,example_pipeline
54,2,0,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
54,2,1,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.","brief_description: Data service that provides data in a dataframe format about employees, their personal data and jobs. - detailed_description: Data service that provides data in a dataframe format about employees, their personal data and jobs.
        Each data entry has the following attributes: ssn, lastname, firstname, hiredate, salary, gender, performance, positionID, locationID.
        The attribute ""ssn"" (which stands for social security number) is unique for each employee.
        The attribute ""hiredate"" has format ""dd-mm-yy"".
        The attriute ""salary"" is saved as strings and start with the prefix ""US$"" and contains "","" to separate thousand.
        The attriute ""gender"" is saved as either ""M"" or ""F"".
        The attributes ""positionID"" and ""locationID"" are foreign keys to the position and location collections respectively. - useful_info: 
        - You may select data trough any combination of this attributes. They are all optional.
        - For each attribute, you must specify which kind of operator you want to apply. You may specify: ""EQUAL"", ""GREATER"", ""GREATER OR EQUAL"", ""MINOR"", ""MINOR OR EQUAL"".
        - If all attributes are left undeclared, it returns all the available data.
        - The result of a call is a pandas dataframe, so you may order, project and group the result if needed. - usage_example: 
        # If I want to obtain all the information from the employee with ssn 123 I can write:
        employeessn = ('123', ""EQUAL"")
        employees = GetDataFromEmployee()
        employees.open_connection()
        employee_df = employees.call(employeessn=employeessn)
        # assuming the result is a pandas dataframe
        print(position_df.shape)
         - input_parameters: ['ssn:str', 'lastname:str', 'firstname:str', 'hiredate:str', 'salary:str', 'gender:str', 'performance:str', 'positionID:int', 'locationID:int'] - output_values: ['employee_df:pandas.DataFrame'] - module: employee - class_name: GetDataFromEmployeebrief_description: Data service that provides data in a dataframe format about offices and their location. - detailed_description: Data service that provides data in a dataframe format about offices and their location.
        Each data entry has the following attributes: locationID, locationcity, address, state, zipcode, officephone.
        The attribute ""locationID"" is unique for each office.
        The attribute ""locationcity"" represent the city the office is in.
        The attribute ""address"" represent the actual address of the office.
        The attribute ""state"" is the state the office is in.
        The attribute ""zipcode"" is the postal code of the office.
        The attribute ""officephone"" is the telephone number of the office. - useful_info: 
        - You may select data trough any combination of this attributes. They are all optional.
        - For each attribute, you must specify which kind of operator you want to apply. You may specify: ""EQUAL"", ""GREATER"", ""GREATER OR EQUAL"", ""MINOR"", ""MINOR OR EQUAL"".
        - If all attributes are left undeclared, it returns all the available data.
        - The result of a call is a pandas dataframe, so you may order, project and group the result if needed. - usage_example: 
        # If I want to obtain all the information from the office with locationID 123 I can write:
        locationID = (123, ""EQUAL"")
        locations = GetDataFromLocation()
        locations.open_connection()
        location_df = location.call(locationID=locationID)
        # assuming the result is a pandas dataframe
        print(location_df.shape)
         - input_parameters: ['locationID:int', 'locationcity:str', 'address:str', 'state:str', 'zipcode:int', 'officephone:str'] - output_values: ['location_df:pandas.DataFrame'] - module: location - class_name: GetDataFromLocationbrief_description: Data service that provides data in a dataframe format about job positions, their requirements and salaries. - detailed_description: Data service that provides data in a dataframe format about job positions, their requirements and salaries.
        Each data entry has the following attributes: positionID, positiontitle, educationrequired, minsalary, maxsalary.
        The attribute ""positionID"" is unique for each job position.
        The attribute ""positiontitle"" is the name of the job position.
        The attribute ""educationrequired"" indicates the minimum education level needed for having this job position.
        The attribute ""minsalary"" is minimum salary that an employee with this job position can have.
        The attribute ""maxsalary"" is maximum salary that an employee with this job position can have.
        The term ""job position"" and ""position title"" are often used interchangeably. - useful_info: 
        - You may select data trough any combination of this attributes. They are all optional.
        - For each attribute, you must specify which kind of operator you want to apply. You may specify: ""EQUAL"", ""GREATER"", ""GREATER OR EQUAL"", ""MINOR"", ""MINOR OR EQUAL"".
        - If all attributes are left undeclared, it returns all the available data.
        - The result of a call is a pandas dataframe, so you may order, project and group the result if needed. - usage_example: 
        #If I want to obtain all the information from the job position with positionID 123 I can write:
        positionID = (123, ""EQUAL"")
        positions = GetDataFromPosition()
        positions.open_connection()
        position_df = GetDataFromPosition.call(positionID=positionID)
        # assuming the result is a pandas dataframe
        print(position_df.shape)
         - input_parameters: ['positionID:int', 'positiontitle:str', 'educationrequired:str', 'minsalary:str', 'maxsalary:int'] - output_values: ['position_df:pandas.DataFrame'] - module:  position - class_name: GetDataFromPosition",No advice or error,"def pipeline_function():
    from employee import GetDataFromEmployee
    from location import GetDataFromLocation
    from position import GetDataFromPosition

    # Initialize results list
    results = []

    # Retrieve employees with poor performance
    employees = GetDataFromEmployee()
    employees.open_connection()
    employee_df = employees.call(performance=(""Poor"", ""EQUAL""))

    # Retrieve manager position ID
    positions = GetDataFromPosition()
    positions.open_connection()
    position_df = positions.call(positiontitle=(""Manager"", ""EQUAL""))
    manager_position_id = position_df['positionID'].iloc[0]

    # Filter employees who are managers
    manager_df = employee_df[employee_df['positionID'] == manager_position_id]

    # Retrieve location information
    locations = GetDataFromLocation()
    locations.open_connection()
    location_df = locations.call()

    # Merge manager data with location data
    merged_df = manager_df.merge(location_df, on='locationID', how='inner')

    # Extract required information
    for index, row in merged_df.iterrows():
        results.append({
            'full_name': f""{row['firstname']} {row['lastname']}"",
            'location_city': row['locationcity'],
            'address': row['address'],
            'zipcode': row['zipcode']
        })

    return results","+----+---------------+-----------------+------------------+-----------+
|    | full_name     | location_city   | address          |   zipcode |
|----+---------------+-----------------+------------------+-----------|
|  0 | David Webster | Salt Lake City  | 316 S. State St  |     84125 |
|  1 | David Adamson | Chicago         | 500 Loop Highway |     60620 |
+----+---------------+-----------------+------------------+-----------+","[{'full_name': 'David Webster', 'location_city': 'Salt Lake City', 'address': '316 S. State St', 'zipcode': 84125}, {'full_name': 'David Adamson', 'location_city': 'Chicago', 'address': '500 Loop Highway', 'zipcode': 60620}]","('Give me the social security number of all the employees that works in Atlanta.', 'Compute the average salary of the employees with a female gender.')","('from data_service_bird.human_resources.employee import GetDataFromEmployee\nfrom data_service_bird.human_resources.location import GetDataFromLocation\n\ndef pipeline_function():\n    #STANDARD\n    address = (""312 Mount View Dr"", ""EQUAL"")\n    results = []\n    \n    locations = GetDataFromLocation()\n    locations.open_connection()\n\n    #RETRIEVE\n    locations_df = locations.call(address=address)\n    \n    #STANDARD\n    locationID = locations_df[\'locationID\'].iloc[0]\n    \n    employees = GetDataFromEmployee()\n    employees.open_connection()\n    \n    #RETRIEVE\n    employees_df = employees.call(locationID=(locationID, ""EQUAL""))\n    \n    #STANDARD\n    employees_info = employees_df[[""firstname"", ""lastname""]]\n    employees_info = employees_info.astype(str)  \n    \n    for index, employee in employees_info.iterrows():\n        results.append({\n            \'firstname\': employee[""firstname""],\n            \'lastname\': employee[""lastname""]\n        })\n        \n    #STOP    \n    return results', 'from data_service_bird.human_resources.employee import GetDataFromEmployee\n\ndef pipeline_function():\n    \n    #STANDARD\n    performance = (""Good"", ""EQUAL"")\n    results = []\n    \n    employees = GetDataFromEmployee()\n    employees.open_connection()\n\n    #RETRIEVE\n    employee_df = employees.call(performance=performance)\n    \n    #STANDARD\n    salaries = employee_df[\'salary\']\n    salaries = salaries.str.replace(""US$"", """")\n    salaries = salaries.str.replace("","", """")\n    salaries = salaries.astype(float)\n    \n    average_salary = salaries.mean()\n    average_salary = str(average_salary)\n    \n    results.append({\n        \'performance\': performance,\n        \'average salary\': average_salary\n    })\n    \n    #STOP\n    return results')"
54,2,3,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
54,2,4,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
54,2,5,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
54,3,0,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
54,3,1,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.","brief_description: Data service that provides data in a dataframe format about employees, their personal data and jobs. - detailed_description: Data service that provides data in a dataframe format about employees, their personal data and jobs.
        Each data entry has the following attributes: ssn, lastname, firstname, hiredate, salary, gender, performance, positionID, locationID.
        The attribute ""ssn"" (which stands for social security number) is unique for each employee.
        The attribute ""hiredate"" has format ""dd-mm-yy"".
        The attriute ""salary"" is saved as strings and start with the prefix ""US$"" and contains "","" to separate thousand.
        The attriute ""gender"" is saved as either ""M"" or ""F"".
        The attributes ""positionID"" and ""locationID"" are foreign keys to the position and location collections respectively. - useful_info: 
        - You may select data trough any combination of this attributes. They are all optional.
        - For each attribute, you must specify which kind of operator you want to apply. You may specify: ""EQUAL"", ""GREATER"", ""GREATER OR EQUAL"", ""MINOR"", ""MINOR OR EQUAL"".
        - If all attributes are left undeclared, it returns all the available data.
        - The result of a call is a pandas dataframe, so you may order, project and group the result if needed. - usage_example: 
        # If I want to obtain all the information from the employee with ssn 123 I can write:
        employeessn = ('123', ""EQUAL"")
        employees = GetDataFromEmployee()
        employees.open_connection()
        employee_df = employees.call(employeessn=employeessn)
        # assuming the result is a pandas dataframe
        print(position_df.shape)
         - input_parameters: ['ssn:str', 'lastname:str', 'firstname:str', 'hiredate:str', 'salary:str', 'gender:str', 'performance:str', 'positionID:int', 'locationID:int'] - output_values: ['employee_df:pandas.DataFrame'] - module: employee - class_name: GetDataFromEmployeebrief_description: Data service that provides data in a dataframe format about offices and their location. - detailed_description: Data service that provides data in a dataframe format about offices and their location.
        Each data entry has the following attributes: locationID, locationcity, address, state, zipcode, officephone.
        The attribute ""locationID"" is unique for each office.
        The attribute ""locationcity"" represent the city the office is in.
        The attribute ""address"" represent the actual address of the office.
        The attribute ""state"" is the state the office is in.
        The attribute ""zipcode"" is the postal code of the office.
        The attribute ""officephone"" is the telephone number of the office. - useful_info: 
        - You may select data trough any combination of this attributes. They are all optional.
        - For each attribute, you must specify which kind of operator you want to apply. You may specify: ""EQUAL"", ""GREATER"", ""GREATER OR EQUAL"", ""MINOR"", ""MINOR OR EQUAL"".
        - If all attributes are left undeclared, it returns all the available data.
        - The result of a call is a pandas dataframe, so you may order, project and group the result if needed. - usage_example: 
        # If I want to obtain all the information from the office with locationID 123 I can write:
        locationID = (123, ""EQUAL"")
        locations = GetDataFromLocation()
        locations.open_connection()
        location_df = location.call(locationID=locationID)
        # assuming the result is a pandas dataframe
        print(location_df.shape)
         - input_parameters: ['locationID:int', 'locationcity:str', 'address:str', 'state:str', 'zipcode:int', 'officephone:str'] - output_values: ['location_df:pandas.DataFrame'] - module: location - class_name: GetDataFromLocationbrief_description: Data service that provides data in a dataframe format about job positions, their requirements and salaries. - detailed_description: Data service that provides data in a dataframe format about job positions, their requirements and salaries.
        Each data entry has the following attributes: positionID, positiontitle, educationrequired, minsalary, maxsalary.
        The attribute ""positionID"" is unique for each job position.
        The attribute ""positiontitle"" is the name of the job position.
        The attribute ""educationrequired"" indicates the minimum education level needed for having this job position.
        The attribute ""minsalary"" is minimum salary that an employee with this job position can have.
        The attribute ""maxsalary"" is maximum salary that an employee with this job position can have.
        The term ""job position"" and ""position title"" are often used interchangeably. - useful_info: 
        - You may select data trough any combination of this attributes. They are all optional.
        - For each attribute, you must specify which kind of operator you want to apply. You may specify: ""EQUAL"", ""GREATER"", ""GREATER OR EQUAL"", ""MINOR"", ""MINOR OR EQUAL"".
        - If all attributes are left undeclared, it returns all the available data.
        - The result of a call is a pandas dataframe, so you may order, project and group the result if needed. - usage_example: 
        #If I want to obtain all the information from the job position with positionID 123 I can write:
        positionID = (123, ""EQUAL"")
        positions = GetDataFromPosition()
        positions.open_connection()
        position_df = GetDataFromPosition.call(positionID=positionID)
        # assuming the result is a pandas dataframe
        print(position_df.shape)
         - input_parameters: ['positionID:int', 'positiontitle:str', 'educationrequired:str', 'minsalary:str', 'maxsalary:int'] - output_values: ['position_df:pandas.DataFrame'] - module:  position - class_name: GetDataFromPosition",No advice or error,"def pipeline_function():
    from employee import GetDataFromEmployee
    from location import GetDataFromLocation
    from position import GetDataFromPosition

    # Initialize results list
    results = []

    # Open connections to data services
    employees = GetDataFromEmployee()
    employees.open_connection()

    locations = GetDataFromLocation()
    locations.open_connection()

    positions = GetDataFromPosition()
    positions.open_connection()

    # Retrieve employees with poor performance
    performance = (""Poor"", ""EQUAL"")
    employee_df = employees.call(performance=performance)

    # Retrieve manager position ID
    positiontitle = (""Manager"", ""EQUAL"")
    position_df = positions.call(positiontitle=positiontitle)
    manager_position_id = position_df['positionID'].iloc[0]

    # Filter employees who are managers
    manager_df = employee_df[employee_df['positionID'] == manager_position_id]

    # Retrieve location data
    location_df = locations.call()

    # Merge manager data with location data
    merged_df = manager_df.merge(location_df, on='locationID', how='inner')

    # Extract required information
    for _, row in merged_df.iterrows():
        manager_info = {
            'full_name': f""{row['firstname']} {row['lastname']}"",
            'location_city': row['locationcity'],
            'address': row['address'],
            'zipcode': row['zipcode']
        }
        results.append(manager_info)

    # Return the results
    return results","+----+---------------+-----------------+------------------+-----------+
|    | full_name     | location_city   | address          |   zipcode |
|----+---------------+-----------------+------------------+-----------|
|  0 | David Webster | Salt Lake City  | 316 S. State St  |     84125 |
|  1 | David Adamson | Chicago         | 500 Loop Highway |     60620 |
+----+---------------+-----------------+------------------+-----------+","[{'full_name': 'David Webster', 'location_city': 'Salt Lake City', 'address': '316 S. State St', 'zipcode': 84125}, {'full_name': 'David Adamson', 'location_city': 'Chicago', 'address': '500 Loop Highway', 'zipcode': 60620}]","(""Give me the difference between the mean salaries of the 'Manager' and 'Regional Manager' position titles."", 'Compute the average salary of the employees with a female gender.')","('from data_service_bird.human_resources.position import GetDataFromPosition\n\ndef pipeline_function():\n    #STANDARD\n    positiontitle = (""Account Representative"", ""EQUAL"")\n    results = []\n    \n    positions = GetDataFromPosition()\n    positions.open_connection()\n\n    #RETRIEVE\n    position_df = positions.call(positiontitle=positiontitle)\n    \n    #STANDARD\n    minsalary = position_df[\'minsalary\']\n    minsalary = minsalary.str.replace(""US$"", """")\n    minsalary = minsalary.str.replace("","", """")\n    minsalary = float(minsalary)\n    \n    maxsalary = position_df[\'maxsalary\']\n    maxsalary = maxsalary.str.replace(""US$"", """")\n    maxsalary = maxsalary.str.replace("","", """")\n    maxsalary = float(maxsalary)\n    \n    mean_salary = (minsalary + maxsalary)/2\n    mean_salary = str(mean_salary)\n    \n    results.append({\n        \'positiontitle\': positiontitle,\n        \'mean_salary\': mean_salary\n    })\n    \n    #STOP\n    return results\n', 'from data_service_bird.human_resources.employee import GetDataFromEmployee\n\ndef pipeline_function():\n    \n    #STANDARD\n    performance = (""Good"", ""EQUAL"")\n    results = []\n    \n    employees = GetDataFromEmployee()\n    employees.open_connection()\n\n    #RETRIEVE\n    employee_df = employees.call(performance=performance)\n    \n    #STANDARD\n    salaries = employee_df[\'salary\']\n    salaries = salaries.str.replace(""US$"", """")\n    salaries = salaries.str.replace("","", """")\n    salaries = salaries.astype(float)\n    \n    average_salary = salaries.mean()\n    average_salary = str(average_salary)\n    \n    results.append({\n        \'performance\': performance,\n        \'average salary\': average_salary\n    })\n    \n    #STOP\n    return results')"
54,3,2,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.","brief_description: Data service that provides data in a dataframe format about employees, their personal data and jobs. - detailed_description: Data service that provides data in a dataframe format about employees, their personal data and jobs.
        Each data entry has the following attributes: ssn, lastname, firstname, hiredate, salary, gender, performance, positionID, locationID.
        The attribute ""ssn"" (which stands for social security number) is unique for each employee.
        The attribute ""hiredate"" has format ""dd-mm-yy"".
        The attriute ""salary"" is saved as strings and start with the prefix ""US$"" and contains "","" to separate thousand.
        The attriute ""gender"" is saved as either ""M"" or ""F"".
        The attributes ""positionID"" and ""locationID"" are foreign keys to the position and location collections respectively. - useful_info: 
        - You may select data trough any combination of this attributes. They are all optional.
        - For each attribute, you must specify which kind of operator you want to apply. You may specify: ""EQUAL"", ""GREATER"", ""GREATER OR EQUAL"", ""MINOR"", ""MINOR OR EQUAL"".
        - If all attributes are left undeclared, it returns all the available data.
        - The result of a call is a pandas dataframe, so you may order, project and group the result if needed. - usage_example: 
        # If I want to obtain all the information from the employee with ssn 123 I can write:
        employeessn = ('123', ""EQUAL"")
        employees = GetDataFromEmployee()
        employees.open_connection()
        employee_df = employees.call(employeessn=employeessn)
        # assuming the result is a pandas dataframe
        print(position_df.shape)
         - input_parameters: ['ssn:str', 'lastname:str', 'firstname:str', 'hiredate:str', 'salary:str', 'gender:str', 'performance:str', 'positionID:int', 'locationID:int'] - output_values: ['employee_df:pandas.DataFrame'] - module: employee - class_name: GetDataFromEmployeebrief_description: Data service that provides data in a dataframe format about offices and their location. - detailed_description: Data service that provides data in a dataframe format about offices and their location.
        Each data entry has the following attributes: locationID, locationcity, address, state, zipcode, officephone.
        The attribute ""locationID"" is unique for each office.
        The attribute ""locationcity"" represent the city the office is in.
        The attribute ""address"" represent the actual address of the office.
        The attribute ""state"" is the state the office is in.
        The attribute ""zipcode"" is the postal code of the office.
        The attribute ""officephone"" is the telephone number of the office. - useful_info: 
        - You may select data trough any combination of this attributes. They are all optional.
        - For each attribute, you must specify which kind of operator you want to apply. You may specify: ""EQUAL"", ""GREATER"", ""GREATER OR EQUAL"", ""MINOR"", ""MINOR OR EQUAL"".
        - If all attributes are left undeclared, it returns all the available data.
        - The result of a call is a pandas dataframe, so you may order, project and group the result if needed. - usage_example: 
        # If I want to obtain all the information from the office with locationID 123 I can write:
        locationID = (123, ""EQUAL"")
        locations = GetDataFromLocation()
        locations.open_connection()
        location_df = location.call(locationID=locationID)
        # assuming the result is a pandas dataframe
        print(location_df.shape)
         - input_parameters: ['locationID:int', 'locationcity:str', 'address:str', 'state:str', 'zipcode:int', 'officephone:str'] - output_values: ['location_df:pandas.DataFrame'] - module: location - class_name: GetDataFromLocationbrief_description: Data service that provides data in a dataframe format about job positions, their requirements and salaries. - detailed_description: Data service that provides data in a dataframe format about job positions, their requirements and salaries.
        Each data entry has the following attributes: positionID, positiontitle, educationrequired, minsalary, maxsalary.
        The attribute ""positionID"" is unique for each job position.
        The attribute ""positiontitle"" is the name of the job position.
        The attribute ""educationrequired"" indicates the minimum education level needed for having this job position.
        The attribute ""minsalary"" is minimum salary that an employee with this job position can have.
        The attribute ""maxsalary"" is maximum salary that an employee with this job position can have.
        The term ""job position"" and ""position title"" are often used interchangeably. - useful_info: 
        - You may select data trough any combination of this attributes. They are all optional.
        - For each attribute, you must specify which kind of operator you want to apply. You may specify: ""EQUAL"", ""GREATER"", ""GREATER OR EQUAL"", ""MINOR"", ""MINOR OR EQUAL"".
        - If all attributes are left undeclared, it returns all the available data.
        - The result of a call is a pandas dataframe, so you may order, project and group the result if needed. - usage_example: 
        #If I want to obtain all the information from the job position with positionID 123 I can write:
        positionID = (123, ""EQUAL"")
        positions = GetDataFromPosition()
        positions.open_connection()
        position_df = GetDataFromPosition.call(positionID=positionID)
        # assuming the result is a pandas dataframe
        print(position_df.shape)
         - input_parameters: ['positionID:int', 'positiontitle:str', 'educationrequired:str', 'minsalary:str', 'maxsalary:int'] - output_values: ['position_df:pandas.DataFrame'] - module:  position - class_name: GetDataFromPosition",No advice or error,"def pipeline_function():
    from employee import GetDataFromEmployee
    from location import GetDataFromLocation
    from position import GetDataFromPosition

    # Initialize results list
    results = []

    # Open connection to the position data service
    positions = GetDataFromPosition()
    positions.open_connection()

    # Retrieve position data for managers
    position_df = positions.call(positiontitle=(""Manager"", ""EQUAL""))

    # Extract manager position IDs
    manager_position_ids = position_df['positionID'].tolist()

    # Open connection to the employee data service
    employees = GetDataFromEmployee()
    employees.open_connection()

    # Retrieve employee data for poor performance and manager positions
    employees_df = employees.call(performance=(""Poor"", ""EQUAL""))

    # Filter employees who are managers
    manager_employees_df = employees_df[employees_df['positionID'].isin(manager_position_ids)]

    # Open connection to the location data service
    locations = GetDataFromLocation()
    locations.open_connection()

    # Retrieve all location data
    locations_df = locations.call()

    # Merge manager employees with location data
    merged_df = manager_employees_df.merge(locations_df, on='locationID', how='inner')

    # Extract required information
    for index, row in merged_df.iterrows():
        results.append({
            'full_name': f""{row['firstname']} {row['lastname']}"",
            'location_city': row['locationcity'],
            'address': row['address'],
            'zipcode': row['zipcode']
        })

    # Return the results
    return results","+----+---------------+-----------------+------------------+-----------+
|    | full_name     | location_city   | address          |   zipcode |
|----+---------------+-----------------+------------------+-----------|
|  0 | David Webster | Salt Lake City  | 316 S. State St  |     84125 |
|  1 | David Adamson | Chicago         | 500 Loop Highway |     60620 |
+----+---------------+-----------------+------------------+-----------+","[{'full_name': 'David Webster', 'location_city': 'Salt Lake City', 'address': '316 S. State St', 'zipcode': 84125}, {'full_name': 'David Adamson', 'location_city': 'Chicago', 'address': '500 Loop Highway', 'zipcode': 60620}]","(""Give me the difference between the mean salaries of the 'Manager' and 'Regional Manager' position titles."", 'Give me the social security number of all the employees that works in Atlanta.')","('from data_service_bird.human_resources.position import GetDataFromPosition\n\ndef pipeline_function():\n    #STANDARD\n    positiontitle = (""Account Representative"", ""EQUAL"")\n    results = []\n    \n    positions = GetDataFromPosition()\n    positions.open_connection()\n\n    #RETRIEVE\n    position_df = positions.call(positiontitle=positiontitle)\n    \n    #STANDARD\n    minsalary = position_df[\'minsalary\']\n    minsalary = minsalary.str.replace(""US$"", """")\n    minsalary = minsalary.str.replace("","", """")\n    minsalary = float(minsalary)\n    \n    maxsalary = position_df[\'maxsalary\']\n    maxsalary = maxsalary.str.replace(""US$"", """")\n    maxsalary = maxsalary.str.replace("","", """")\n    maxsalary = float(maxsalary)\n    \n    mean_salary = (minsalary + maxsalary)/2\n    mean_salary = str(mean_salary)\n    \n    results.append({\n        \'positiontitle\': positiontitle,\n        \'mean_salary\': mean_salary\n    })\n    \n    #STOP\n    return results\n', 'from data_service_bird.human_resources.employee import GetDataFromEmployee\nfrom data_service_bird.human_resources.location import GetDataFromLocation\n\ndef pipeline_function():\n    #STANDARD\n    address = (""312 Mount View Dr"", ""EQUAL"")\n    results = []\n    \n    locations = GetDataFromLocation()\n    locations.open_connection()\n\n    #RETRIEVE\n    locations_df = locations.call(address=address)\n    \n    #STANDARD\n    locationID = locations_df[\'locationID\'].iloc[0]\n    \n    employees = GetDataFromEmployee()\n    employees.open_connection()\n    \n    #RETRIEVE\n    employees_df = employees.call(locationID=(locationID, ""EQUAL""))\n    \n    #STANDARD\n    employees_info = employees_df[[""firstname"", ""lastname""]]\n    employees_info = employees_info.astype(str)  \n    \n    for index, employee in employees_info.iterrows():\n        results.append({\n            \'firstname\': employee[""firstname""],\n            \'lastname\': employee[""lastname""]\n        })\n        \n    #STOP    \n    return results')"
54,3,4,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
54,3,5,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
54,4,0,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
54,4,1,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
54,4,2,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
54,4,3,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
54,4,5,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
54,5,0,"Among the employees with poor performance, provide the managers' full names, location city, address and its zip code.",,,,,,,
